name,category,state,district,description,lat,lng,image_url,tag,ai_description
Bodo Jwmgra,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/3/36/Bodo_dance.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant artistry of Bodo Jwmgra, a traditional handicraft from Assam that proudly carries a Geographical Indication (GI) registration, marking its unique cultural heritage. Each piece reflects the skill and spirit of local artisans, offering visitors a genuine taste of Assam’s rich craft tradition. Feel the warmth of the region’s creativity as you explore this celebrated, officially recognised treasure."
Bodo Gamsa,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/6/64/Certificate_to_Appoint_Yi_Sa-myeong_as_Jeolla_Gamsa_%28Provincial_governor_of_Jeolla-do%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant artistry of Bodo Gamsa, a cherished traditional handicraft from Assam that proudly carries a Geographical Indication (GI) registration, marking its authentic cultural heritage. Each piece reflects the skill and spirit of local artisans, inviting you to bring a touch of Assam’s rich craftsmanship into your own story."
Bodo Thorkha,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Miscellaneous/Music_Instruments/Bodo_Thorkha/Image_Gallery/Bod_I01.png,GI,"Discover the vibrant artistry of Bodo Thorkha, a cherished traditional handicraft from Assam that proudly carries a Geographical Indication (GI) registration. Each piece reflects the region’s rich cultural heritage, inviting you to hold a slice of authentic Assamese craftsmanship in your hands. Explore this unique treasure and feel the timeless spirit of Assam come alive."
Bodo Kham,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/5/59/A_Bodo_community_member_playing_kham.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant artistry of Bodo Kham, a traditional handicraft from Assam proudly protected by a Geographical Indication registration. Each piece reflects the region’s rich cultural heritage, offering visitors a unique glimpse into the skill and creativity of local artisans. Explore this celebrated craft and take home a piece of Assam’s living tradition."
Bodo Serja,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/6/6e/Statue_of_a_man_playing_Serja%2C_traditional_Bodo_musical_instrument%2C_at_Bodofa_cultural_complex%2C_Kokrajhar%2C_Assam.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant artistry of Bodo Serja, a traditional handicraft from Assam proudly recognized with a Geographical Indication (GI) registration. Each piece reflects the rich cultural heritage of the region, inviting you to bring home a touch of authentic Assamese craftsmanship. Feel the warmth of centuries‑old tradition woven into every stitch."
Bodo Sifung,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/a/aa/Traditional_Bagurumba_Bodo_dance_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant artistry of Bodo Sifung, a cherished traditional handicraft from Assam that proudly carries a Geographical Indication (GI) registration, marking its authentic cultural heritage. As you explore its intricate designs and skilled craftsmanship, you’ll feel the heart of Assam’s rich traditions woven into every piece, inviting you to take a piece of this living legacy home."
Bodo Gongona,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Miscellaneous/Music_Instruments/Bodo_Gongona/Image_Gallery/Gog_I01.png,GI,"Discover the vibrant artistry of Bodo Gongona, a traditional handicraft from Assam that proudly carries a Geographical Indication (GI) registration, marking its unique cultural heritage. Each piece reflects the skillful hands of local artisans, offering you a genuine taste of Assam’s rich craft legacy."
Bodo Jotha,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/1/10/Boro_bwisagu_dance.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant artistry of Bodo Jotha, a cherished traditional handicraft from Assam that proudly carries a Geographical Indication (GI) registration. Each piece reflects generations of skill and cultural pride, offering visitors a tangible glimpse into the region’s rich heritage. Explore the intricate designs and feel the warmth of Assam’s craftsmanship in every handcrafted treasure."
Assam Jaapi,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/f/fe/Beauty_of_Kaziranga_National_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the Assam Jaapi, a cherished traditional handicraft from the heart of Assam that proudly carries a Geographical Indication tag. Its timeless design and skilled craftsmanship reflect the region’s rich cultural heritage, making it a delightful keepsake for any traveler. Spotting a Jaapi in the bustling markets feels like holding a piece of Assam’s living tradition in your hands."
Assam Asharikandi Terracotta Craft,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/7/7f/Terracotta_of_Asharikandi%2C_Dhubri%2C_Assam_%2858%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless charm of Assam’s Asharikandi Terracotta Craft, a beautifully hand‑molded art form that has earned Geographical Indication status for its authentic regional heritage. Each earthy piece—whether a graceful vase, a delicate figurine, or a functional bowl—carries the skill and stories of Assamese artisans, inviting you to bring a touch of this cultural legacy into your own home."
Assam Bihu Dhol,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/b/bf/Dhuliya_performing_in_an_open_stage_bihu.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Feel the rhythm of Assam with the Assam Bihu Dhol, a beautifully crafted drum that carries the spirit of the region’s vibrant festivals. This GI‑registered masterpiece showcases skilled local artisanship, inviting you to experience the heartbeat of Assamese culture with every resonant beat."
Assam Pani Meteka Craft,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/8/89/%E0%A6%86%E0%A6%A4%E0%A7%8D%E0%A6%AE%E0%A6%B8%E0%A6%B9%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A6%95_%E0%A6%97%E0%A7%8B%E0%A6%9F%E0%A7%87_%E0%A6%A4%E0%A7%88%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A7%B0_%E0%A6%95%E0%A7%B0%E0%A6%BE_%E0%A6%AA%E0%A6%BE%E0%A6%A8%E0%A7%80_%E0%A6%AE%E0%A7%87%E0%A6%9F%E0%A7%87%E0%A6%95%E0%A6%BE%E0%A7%B0_%E0%A6%95%E0%A6%B2%E0%A6%AE%E0%A6%A6%E0%A6%BE%E0%A6%A8%E0%A6%BF.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant Assam Pani Meteka Craft, a cherished traditional art of Assam that has earned Geographical Indication status, proudly listed in India's GI Registry. Each piece reflects the region’s rich cultural heritage, inviting you to take home a slice of authentic Assamese craftsmanship."
Sarthebari Metal Craft,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.433300,91.283300,https://upload.wikimedia.org/wikipedia/commons/b/b4/%E0%A6%AC%E0%A6%BE%E0%A6%A3%E0%A6%AC%E0%A6%BE%E0%A6%A4%E0%A6%BF.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the gleaming artistry of Sarthebari Metal Craft, a treasured tradition from Assam that proudly carries a Geographical Indication tag. Each handcrafted piece reflects generations of skill, turning simple metal into elegant, timeless designs that capture the spirit of the region. Experience the sparkle of authentic Assamese heritage in every delicate detail."
Axomiya Gohona Assamese Jewellery,Handicraft,Assam,,"Geographical Indication (GI) registered traditional handicraft of Assam, officially recognised under India's GI Registry (ipindia.gov.in).",26.144500,91.736200,https://upload.wikimedia.org/wikipedia/commons/a/a2/Priyakshee_Kataky.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the radiant allure of Axomiya Gohona Assamese Jewellery, a GI‑registered treasure that captures the timeless elegance of Assam’s cultural heritage. Handcrafted with meticulous care, each piece reflects the region’s vibrant artistry, inviting you to wear a slice of tradition wherever you go."
Applique Khatwa Work of Bihar,Handicraft,Bihar,,"Geographical Indication (GI) registered traditional handicraft of Bihar, officially recognised under India's GI Registry (ipindia.gov.in).",25.594100,85.137600,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Textile/Embroidery/Applique_%28Khatwa%29_Work_of_Bihar/Image_Gallery/AppKha_01.png,GI,"Discover the vibrant Applique Khatwa Work of Bihar—a beautifully crafted, traditional art form proudly protected by a Geographical Indication registration. Each piece showcases the skillful handwork and cultural richness that define Bihar’s heritage, inviting you to take home a slice of authentic Indian craftsmanship."
Sujini Embroidery Work of Bihar,Handicraft,Bihar,,"Geographical Indication (GI) registered traditional handicraft of Bihar, officially recognised under India's GI Registry (ipindia.gov.in).",25.594100,85.137600,https://upload.wikimedia.org/wikipedia/commons/7/74/Stamp_of_India_-_2019_-_Colnect_924655_-_Sujani_Embroidery.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the exquisite Sujini Embroidery Work of Bihar, a cherished traditional craft proudly protected by a Geographical Indication registration. Each stitch reflects the vibrant heritage of Bihar, offering travelers a glimpse into the region’s artistic soul through its intricate, hand‑crafted designs. Let this colorful artistry inspire your journey and bring a piece of Bihar’s culture home with you."
